Date : 2022-11-03 22:16:08
Directory : c:\Users\yzc\Desktop\game-trade
Total : 932 files,  78395 codes, 3371 comments, 2926 blanks, all 84692 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-icons\components\uni-icons\uniicons.css                                                       | CSS                |        498 |          0 |        166 |        664 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-icons\package.json                                                                            | JSON               |         86 |          0 |          0 |         86 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-icons\readme.md                                                                               | Markdown           |          6 |          0 |          3 |          9 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-common\changelog.md                                                                        | Markdown           |         26 |          0 |          1 |         27 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-common\package.json                                                                        | JSON               |         87 |          0 |          1 |         88 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-common\readme.md                                                                           | Markdown           |          2 |          0 |          1 |          3 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-common\uniCloud\cloudfunctions\common\uni-id-common\index.js                               | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-common\uniCloud\cloudfunctions\common\uni-id-common\package.json                           | JSON               |         16 |          0 |          0 |         16 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\changelog.md                                                                         | Markdown           |         83 |          0 |          1 |         84 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\common\login-page.mixin.js                                                           | JavaScript         |         83 |          3 |          3 |         89 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\common\login-page.scss                                                               | SCSS               |         85 |         20 |         21 |        126 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\common\password.js                                                                   | JavaScript         |         71 |          7 |          8 |         86 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\common\store.js                                                                      | JavaScript         |        123 |         12 |          8 |        143 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\components\cloud-image\cloud-image.vue                                               | Vue                |         77 |          0 |          2 |         79 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\components\uni-id-pages-agreements\uni-id-pages-agreements.vue                       | Vue                |        158 |          1 |         10 |        169 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\components\uni-id-pages-avatar\uni-id-pages-avatar.vue                               | Vue                |        163 |          0 |          4 |        167 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\components\uni-id-pages-bind-mobile\uni-id-pages-bind-mobile.vue                     | Vue                |        153 |          0 |         13 |        166 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\components\uni-id-pages-email-form\uni-id-pages-email-form.vue                       | Vue                |        236 |          0 |         11 |        247 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\components\uni-id-pages-fab-login\uni-id-pages-fab-login.vue                         | Vue                |        540 |          2 |         32 |        574 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\components\uni-id-pages-sms-form\uni-id-pages-sms-form.vue                           | Vue                |        231 |          0 |         11 |        242 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\components\uni-id-pages-user-profile\uni-id-pages-user-profile.vue                   | Vue                |        173 |          0 |          4 |        177 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\config.js                                                                            | JavaScript         |         25 |         30 |          2 |         57 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\init.js                                                                              | JavaScript         |         76 |         17 |          7 |        100 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\package.json                                                                         | JSON               |        101 |          0 |          1 |        102 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\common\webview\webview.vue                                                     | Vue                |         36 |          1 |          4 |         41 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\login\login-smscode.vue                                                        | Vue                |        115 |          2 |          6 |        123 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\login\login-withoutpwd.vue                                                     | Vue                |        242 |          4 |         15 |        261 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\login\login-withpwd.vue                                                        | Vue                |        157 |          6 |         11 |        174 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\register\register-admin.vue                                                    | Vue                |        170 |          2 |          8 |        180 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\register\register-by-email.vue                                                 | Vue                |        210 |          2 |          5 |        217 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\register\register.vue                                                          | Vue                |        172 |          2 |         10 |        184 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\register\validator.js                                                          | JavaScript         |         54 |          2 |          1 |         57 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\retrieve\retrieve-by-email.vue                                                 | Vue                |        216 |          2 |          6 |        224 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\retrieve\retrieve.vue                                                          | Vue                |        240 |          2 |          5 |        247 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\userinfo\bind-mobile\bind-mobile.vue                                           | Vue                |        118 |          3 |         10 |        131 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\userinfo\change_pwd\change_pwd.vue                                             | Vue                |        128 |          2 |          5 |        135 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\cropImage.vue                                               | Vue                |         37 |          1 |          1 |         39 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper\README.md                                       | Markdown           |        194 |          2 |         31 |        227 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper\images\photo.svg                                | XML                |         18 |          1 |          1 |         20 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper\images\rotate.svg                               | XML                |         14 |          1 |          1 |         16 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper\index.css                                       | CSS                |        160 |          0 |          1 |        161 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper\limeClipper.vue                                 | Vue                |        803 |          0 |         13 |        816 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper\utils.js                                        | JavaScript         |        192 |         37 |         16 |        245 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\userinfo\deactivate\deactivate.vue                                             | Vue                |        107 |          1 |         12 |        120 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\userinfo\log-out\index.vue                                                     | Vue                |         18 |          0 |          3 |         21 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\pages\userinfo\userinfo.vue                                                          | Vue                |        242 |          1 |         11 |        254 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\readme.md                                                                            | Markdown           |          8 |          0 |          7 |         15 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\static\limeClipper\photo.svg                                                         | XML                |         18 |          1 |          1 |         20 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\static\limeClipper\rotate.svg                                                        | XML                |         14 |          1 |          1 |         16 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\common\constants.js                                | JavaScript         |         80 |          0 |          8 |         88 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\common\error.js                                    | JavaScript         |         54 |          0 |          4 |         58 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\common\utils.js                                    | JavaScript         |        165 |          8 |         25 |        198 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\common\validator.js                                | JavaScript         |        382 |         25 |         26 |        433 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\config\permission.js                               | JavaScript         |         71 |          6 |          2 |         79 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\index.obj.js                                       | JavaScript         |        185 |        383 |         13 |        581 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lang\en.js                                         | JavaScript         |         47 |          0 |          3 |         50 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lang\index.js                                      | JavaScript         |         19 |          0 |          4 |         23 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lang\zh-hans.js                                    | JavaScript         |         47 |          0 |          3 |         50 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\README.md                                      | Markdown           |          2 |          0 |          1 |          3 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\alipay\account\index.js            | JavaScript         |         15 |          0 |          2 |         17 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\alipay\account\protocols.js        | JavaScript         |          7 |          3 |          1 |         11 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\alipay\alipayBase.js               | JavaScript         |        160 |         42 |         30 |        232 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\apple\account\index.js             | JavaScript         |         51 |         18 |          8 |         77 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\apple\rsa-public-key-pem.js        | JavaScript         |         48 |          5 |         12 |         65 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\index.js                           | JavaScript         |         34 |          0 |          3 |         37 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\qq\account\index.js                | JavaScript         |         92 |          0 |          6 |         98 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\qq\account\protocol.js             | JavaScript         |          0 |          0 |          1 |          1 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\qq\normalize.js                    | JavaScript         |         80 |          1 |          5 |         86 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\share\create-api.js                | JavaScript         |         62 |          5 |          7 |         74 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\weixin\account\index.js            | JavaScript         |        103 |          1 |          8 |        112 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\weixin\normalize.js                | JavaScript         |         86 |          3 |          7 |         96 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\weixin\utils.js                    | JavaScript         |         72 |          6 |         10 |         88 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\account.js                               | JavaScript         |        113 |         11 |          7 |        131 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\captcha.js                               | JavaScript         |         69 |          1 |          7 |         77 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\config.js                                | JavaScript         |        124 |          0 |         12 |        136 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\fission.js                               | JavaScript         |        140 |         42 |         11 |        193 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\login.js                                 | JavaScript         |        218 |          3 |         12 |        233 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\logout.js                                | JavaScript         |         41 |          2 |          4 |         47 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\password.js                              | JavaScript         |        108 |          0 |          9 |        117 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\qq.js                                    | JavaScript         |        142 |          2 |          9 |        153 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\register.js                              | JavaScript         |        191 |          0 |         21 |        212 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\relate.js                                | JavaScript         |        141 |          9 |         13 |        163 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\sms.js                                   | JavaScript         |         70 |          9 |          3 |         82 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\unified-login.js                         | JavaScript         |         94 |          0 |          5 |         99 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\univerify.js                             | JavaScript         |         24 |          2 |          2 |         28 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\update-user-info.js                      | JavaScript         |         23 |          1 |          2 |         26 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\verify-code.js                           | JavaScript         |        143 |          0 |         10 |        153 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\weixin.js                                | JavaScript         |        184 |          3 |         12 |        199 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\middleware\access-control.js                       | JavaScript         |         57 |          0 |          3 |         60 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\middleware\auth.js                                 | JavaScript         |         17 |          0 |          1 |         18 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\middleware\index.js                                | JavaScript         |          7 |          0 |          1 |          8 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\middleware\rbac.js                                 | JavaScript         |         36 |          0 |          4 |         40 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\middleware\uni-id-log.js                           | JavaScript         |         38 |          0 |          2 |         40 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\middleware\validate.js                             | JavaScript         |          7 |          0 |          1 |          8 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\account\close-account.js                    | JavaScript         |         10 |          5 |          2 |         17 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\account\get-account-info.js                 | JavaScript         |         63 |          4 |          3 |         70 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\account\index.js                            | JavaScript         |          7 |          0 |          1 |          8 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\account\reset-pwd-by-email.js               | JavaScript         |        102 |         14 |          4 |        120 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\account\reset-pwd-by-sms.js                 | JavaScript         |        102 |         14 |          4 |        120 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\account\update-pwd.js                       | JavaScript         |         56 |          9 |          3 |         68 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\admin\add-user.js                           | JavaScript         |        101 |         15 |          3 |        119 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\admin\index.js                              | JavaScript         |          4 |          0 |          1 |          5 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\admin\update-user.js                        | JavaScript         |        101 |         18 |         10 |        129 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\dev\get-supported-login-type.js             | JavaScript         |         59 |          5 |          8 |         72 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\dev\index.js                                | JavaScript         |          3 |          0 |          1 |          4 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\fission\accept-invite.js                    | JavaScript         |         17 |          7 |          2 |         26 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\fission\get-invited-user.js                 | JavaScript         |         68 |         10 |          3 |         81 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\fission\index.js                            | JavaScript         |          4 |          0 |          1 |          5 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\index.js                              | JavaScript         |         20 |          0 |          1 |         21 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-alipay.js                    | JavaScript         |         59 |          8 |          4 |         71 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-apple.js                     | JavaScript         |         66 |          9 |          3 |         78 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-baidu.js                     | JavaScript         |          3 |          6 |          1 |         10 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-dingtalk.js                  | JavaScript         |          3 |          6 |          1 |         10 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-douyin.js                    | JavaScript         |          3 |          6 |          1 |         10 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-email-code.js                | JavaScript         |          3 |          6 |          1 |         10 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-email-link.js                | JavaScript         |          3 |          6 |          1 |         10 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-facebook.js                  | JavaScript         |          3 |          6 |          1 |         10 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-google.js                    | JavaScript         |          3 |          6 |          1 |         10 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-qq.js                        | JavaScript         |        149 |         12 |          4 |        165 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-sms.js                       | JavaScript         |         84 |         10 |          6 |        100 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-taobao.js                    | JavaScript         |          3 |          6 |          1 |         10 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-toutiao.js                   | JavaScript         |          3 |          6 |          1 |         10 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-univerify.js                 | JavaScript         |         56 |         11 |          3 |         70 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-weibo.js                     | JavaScript         |          3 |          6 |          1 |         10 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-weixin-mobile.js             | JavaScript         |         91 |          9 |         10 |        110 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-weixin.js                    | JavaScript         |        141 |         10 |          4 |        155 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login.js                              | JavaScript         |         82 |         11 |          2 |         95 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\logout\index.js                             | JavaScript         |          3 |          0 |          1 |          4 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\logout\logout.js                            | JavaScript         |          9 |          5 |          2 |         16 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\multi-end\authorize-app-login.js            | JavaScript         |         28 |          8 |          2 |         38 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\multi-end\index.js                          | JavaScript         |          5 |          0 |          1 |          6 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\multi-end\remove-authorized-app.js          | JavaScript         |         21 |          8 |          2 |         31 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\multi-end\set-authorized-app.js             | JavaScript         |         27 |          8 |          2 |         37 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\multi-end\utils.js                          | JavaScript         |         33 |          0 |          4 |         37 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\register\index.js                           | JavaScript         |          5 |          0 |          1 |          6 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\register\register-admin.js                  | JavaScript         |         61 |          9 |          3 |         73 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\register\register-user-by-email.js          | JavaScript         |         72 |         12 |          4 |         88 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\register\register-user.js                   | JavaScript         |         54 |         11 |          4 |         69 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-alipay.js                       | JavaScript         |         53 |          7 |          4 |         64 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-apple.js                        | JavaScript         |         53 |          7 |          3 |         63 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-mobile-by-mp-weixin.js          | JavaScript         |         81 |         16 |          8 |        105 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-mobile-by-sms.js                | JavaScript         |         78 |         11 |          4 |         93 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-mobile-by-univerify.js          | JavaScript         |         58 |         10 |          3 |         71 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-qq.js                           | JavaScript         |         97 |         10 |          4 |        111 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-weixin.js                       | JavaScript         |         88 |          8 |          5 |        101 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\index.js                             | JavaScript         |         13 |          0 |          1 |         14 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\unbind-alipay.js                     | JavaScript         |         24 |          5 |          4 |         33 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\unbind-apple.js                      | JavaScript         |         24 |          5 |          4 |         33 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\unbind-qq.js                         | JavaScript         |         38 |          5 |          4 |         47 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\unbind-weixin.js                     | JavaScript         |         32 |          5 |          4 |         41 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\utils\index.js                              | JavaScript         |          4 |          0 |          1 |          5 |
| c:\Users\yzc\Desktop\game-trade\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\utils\refresh-token.js                      | JavaScript         |         15 |          4 |          1 |         20 |
